date,regime,regime_prob_0,regime_prob_1,regime_prob_2
2004-04-23,0,1.0,0.0,1.6336827200461612e-161
2004-04-26,0,1.0,0.0,1.9284297278257094e-172
2004-04-27,0,1.0,0.0,6.128306694144343e-188
2004-04-28,0,1.0,0.0,2.6351726036797836e-177
2004-04-29,0,1.0,0.0,1.7195111102823425e-153
2004-04-30,0,1.0,0.0,5.9742054303559846e-198
2004-05-03,0,1.0,0.0,3.0226367080845192e-192
2004-05-04,0,1.0,0.0,3.1519385086532658e-173
2004-05-05,0,1.0,0.0,2.2221714117405147e-132
2004-05-06,0,1.0,0.0,1.2148959189631451e-88
2004-05-07,0,1.0,0.0,3.2996293953274055e-56
2004-05-10,0,1.0,0.0,8.053279735889326e-63
2004-05-11,0,1.0,0.0,6.31235296187197e-73
2004-05-12,0,1.0,0.0,3.501108189836672e-56
2004-05-13,0,1.0,0.0,2.080803343838827e-31
2004-05-14,0,1.0,0.0,1.0043381765299553e-35
2004-05-17,0,1.0,0.0,4.891543751066871e-43
2004-05-18,0,1.0,0.0,2.8448590603709513e-52
2004-05-19,0,1.0,0.0,6.7853228232599656e-62
2004-05-20,0,1.0,0.0,1.2107794881544911e-86
2004-05-21,0,1.0,0.0,1.3277651805375447e-88
2004-05-24,0,1.0,0.0,3.988137472775837e-99
2004-05-25,0,1.0,0.0,5.382127076919212e-137
2004-05-26,0,1.0,0.0,1.4220455136404266e-160
2004-05-27,0,1.0,0.0,8.078275472922745e-158
2004-05-28,0,1.0,0.0,4.898537902101365e-136
2004-06-01,0,1.0,0.0,7.554672980934259e-115
2004-06-02,0,1.0,4.6377241025719965e-288,2.393712997469497e-95
2004-06-03,0,1.0,1.7571742548879614e-199,1.0698987787493087e-86
2004-06-04,0,1.0,5.742881580508467e-141,4.967866626941446e-81
2004-06-07,0,1.0,1.7042297335116068e-117,5.50460596269856e-79
2004-06-08,0,1.0,7.121918910758747e-150,1.369675563197112e-85
2004-06-09,0,1.0,4.455629861692107e-199,9.35855591047808e-137
2004-06-10,0,1.0,3.494034722736738e-266,5.812051786598066e-166
2004-06-11,0,1.0,0.0,2.6065683261851506e-174
2004-06-14,0,1.0,0.0,6.226550191798409e-190
2004-06-15,0,1.0,0.0,2.2730899733932614e-194
2004-06-16,0,1.0,0.0,1.5258890908079878e-141
2004-06-17,0,1.0,0.0,2.520079571435864e-109
2004-06-18,0,1.0,0.0,7.347091456193678e-79
2004-06-21,0,1.0,0.0,3.0251567850758086e-57
2004-06-22,0,1.0,0.0,6.192650973786296e-65
2004-06-23,0,1.0,0.0,2.9922389202623956e-52
2004-06-24,0,1.0,0.0,1.7535979207358975e-28
2004-06-25,0,1.0,0.0,2.3204451894547528e-24
2004-06-28,0,1.0,0.0,4.039803861686536e-58
2004-06-29,0,1.0,0.0,1.4807285218773196e-96
2004-06-30,0,1.0,0.0,3.5098584126950333e-99
2004-07-01,0,1.0,0.0,4.0927675730385094e-76
2004-07-02,0,1.0,0.0,7.223099773977999e-54
2004-07-06,0,1.0,7.87016412853647e-240,1.2882399259691387e-72
2004-07-07,0,1.0,2.8985928899981107e-146,1.371843548173245e-72
2004-07-08,0,1.0,3.3463462001183544e-124,1.2205761129678545e-63
2004-07-09,0,1.0,6.145232773462846e-158,8.804202784344874e-62
2004-07-12,0,1.0,9.754767255260024e-262,2.9705773189660834e-73
2004-07-13,0,1.0,0.0,5.0574535864434934e-67
2004-07-14,0,1.0,0.0,3.8554241887437104e-50
2004-07-15,0,1.0,0.0,4.614051247360658e-39
2004-07-16,0,1.0,0.0,1.188125883743507e-46
2004-07-19,0,1.0,0.0,8.846516415439404e-51
2004-07-20,0,1.0,0.0,1.4396072037741107e-36
2004-07-21,0,1.0,0.0,2.7700309967429467e-32
2004-07-22,0,1.0,0.0,4.465128549749504e-35
2004-07-23,0,1.0,0.0,3.493917661780336e-53
2004-07-26,0,1.0,0.0,5.194895778379829e-72
2004-07-27,0,1.0,0.0,3.7329391157620713e-72
2004-07-28,0,1.0,0.0,4.609043548472983e-56
2004-07-29,0,1.0,0.0,7.712221437232211e-42
2004-07-30,0,1.0,0.0,1.1804807567661955e-34
2004-08-02,0,1.0,0.0,1.2128441409522151e-39
2004-08-03,0,1.0,0.0,7.667392009110907e-43
2004-08-04,0,1.0,0.0,6.013703972696488e-75
2004-08-05,0,1.0,0.0,3.73868963336901e-116
2004-08-06,0,1.0,0.0,9.129857331169884e-163
2004-08-09,0,1.0,0.0,4.293036185230953e-193
2004-08-10,0,1.0,0.0,6.773967380593077e-162
2004-08-11,0,1.0,0.0,1.1673498386346151e-135
2004-08-12,0,1.0,0.0,2.2111298116148633e-119
2004-08-13,0,1.0,0.0,3.969020174056184e-108
2004-08-16,0,1.0,0.0,1.977456183264456e-101
2004-08-17,0,1.0,0.0,1.3858474823879632e-107
2004-08-18,0,1.0,0.0,6.717797099759618e-106
2004-08-19,0,1.0,0.0,2.3041688971676232e-126
2004-08-20,0,1.0,0.0,1.7429927232143083e-150
2004-08-23,0,1.0,0.0,4.603727237649432e-143
2004-08-24,0,1.0,0.0,9.969562221554408e-154
2004-08-25,0,1.0,0.0,1.3363820278897543e-158
2004-08-26,0,1.0,0.0,5.265091286790174e-174
2004-08-27,0,1.0,0.0,4.574254540210773e-183
2004-08-30,0,1.0,0.0,4.873437949010843e-169
2004-08-31,0,1.0,0.0,1.111076491272329e-127
2004-09-01,0,1.0,0.0,3.33685230656243e-78
2004-09-02,0,1.0,0.0,1.4484701699335842e-68
2004-09-03,0,1.0,0.0,7.124747176442264e-82
2004-09-07,0,1.0,0.0,5.650981979950415e-82
2004-09-08,0,1.0,0.0,4.744212267946055e-72
2004-09-09,0,1.0,0.0,4.9060289188971815e-70
2004-09-10,0,1.0,0.0,1.3528268191830468e-95
2004-09-13,0,1.0,0.0,7.466020944895482e-125
2004-09-14,0,1.0,0.0,3.275626625028673e-107
2004-09-15,0,1.0,0.0,3.8188158199889018e-81
2004-09-16,0,1.0,0.0,1.2377135237636556e-82
2004-09-17,0,1.0,0.0,6.59778122259994e-105
2004-09-20,0,1.0,0.0,7.146460692541608e-105
2004-09-21,0,1.0,0.0,1.7934634582735034e-110
2004-09-22,0,1.0,0.0,1.2214223449276882e-133
2004-09-23,0,1.0,0.0,5.2836358111699515e-140
2004-09-24,0,1.0,0.0,6.646086816101099e-127
2004-09-27,0,1.0,0.0,1.985240397149776e-111
2004-09-28,0,1.0,0.0,3.824235239347019e-88
2004-09-29,0,1.0,0.0,2.5081254247648554e-58
2004-09-30,0,1.0,0.0,3.6744231181076886e-39
2004-10-01,0,1.0,0.0,4.011843040721029e-24
2004-10-04,0,1.0,0.0,6.64226615088665e-19
2004-10-05,0,1.0,0.0,8.085519263180968e-21
2004-10-06,0,1.0,0.0,1.907160588075718e-29
2004-10-07,0,1.0,0.0,1.5571947593754576e-44
2004-10-08,0,1.0,0.0,5.877063328071359e-73
2004-10-11,0,1.0,0.0,8.300107142392512e-95
2004-10-12,0,1.0,0.0,2.1071462449110704e-122
2004-10-13,0,1.0,0.0,4.478413255890135e-109
2004-10-14,0,1.0,0.0,2.7605688336300387e-96
2004-10-15,0,1.0,0.0,1.0940896375023659e-63
2004-10-18,0,1.0,0.0,1.5670180205368691e-40
2004-10-19,0,1.0,0.0,1.4497950975802103e-37
2004-10-20,0,1.0,0.0,1.5363136250496105e-56
2004-10-21,0,1.0,0.0,1.546420632945224e-73
2004-10-22,0,1.0,0.0,1.7028123646627268e-88
2004-10-25,0,1.0,0.0,3.374121966888817e-107
2004-10-26,0,1.0,0.0,7.902866540833017e-130
